X,Y
0,-919.09
3,-919.07
6,-919.02
9,-919.01
12,-918.93
15,-918.97
18,-918.93
21,-918.85
24,-918.85
27,-918.8
30,-918.73
33,-918.7
36,-918.7
39,-918.66
42,-918.64
45,-918.61
48,-918.6
51,-918.61
54,-918.52
57,-918.47
60,-918.46
63,-918.48
66,-918.44
69,-918.39
72,-918.34
75,-918.33
78,-918.32
81,-918.28
84,-918.26
87,-918.26
90,-918.23
93,-918.2
96,-918.2
99,-918.14
102,-918.15
105,-918.13
108,-918.11
111,-918.08
114,-918.06
117,-918.05
120,-918.04
123,-918.07
126,-918.05
129,-918.02
132,-918.02
135,-917.97
138,-917.99
141,-918.02
144,-917.99
147,-917.98
150,-917.97
153,-917.95
156,-917.91
159,-917.92
162,-917.89
165,-917.89
168,-917.9
171,-917.91
174,-917.91
177,-917.93
180,-917.9
183,-917.94
186,-917.99
189,-917.96
192,-917.93
195,-917.91
198,-917.97
201,-917.94
204,-917.98
207,-917.95
210,-917.97
213,-917.95
216,-917.95
219,-917.96
222,-917.97
225,-918
228,-918.01
231,-917.98
234,-917.95
237,-918.02
240,-918.08
243,-918.02
246,-918.05
249,-918.02
252,-918.08
255,-918.09
258,-918.06
261,-918.06
264,-918.09
267,-918.12
270,-918.11
273,-918.08
276,-918.12
279,-918.16
282,-918.16
285,-918.2
288,-918.19
291,-918.2
294,-918.19
297,-918.19
300,-918.22
303,-918.22
306,-918.23
309,-918.21
312,-918.23
315,-918.21
318,-918.26
321,-918.25
324,-918.25
327,-918.26
330,-918.24
333,-918.24
336,-918.24
339,-918.24
342,-918.26
345,-918.25
348,-918.26
351,-918.28
354,-918.23
357,-918.25
360,-918.25
363,-918.26
366,-918.25
369,-918.26
372,-918.26
375,-918.25
378,-918.22
381,-918.24
384,-918.21
387,-918.19
390,-918.18
393,-918.14
396,-918.14
399,-918.15
402,-918.15
405,-918.15
408,-918.14
411,-918.11
414,-918.07
417,-918.07
420,-918.04
423,-917.98
426,-918.01
429,-918.01
432,-917.99
435,-917.99
438,-917.98
441,-917.95
444,-917.95
447,-917.91
450,-917.91
453,-917.87
456,-917.88
459,-917.91
462,-917.87
465,-917.86
468,-917.91
471,-917.88
474,-917.88
477,-917.86
480,-917.86
483,-917.85
486,-917.87
489,-917.87
492,-917.81
495,-917.88
498,-917.84
501,-917.87
504,-917.88
507,-917.87
510,-917.88
513,-917.83
516,-917.84
519,-917.84
522,-917.86
525,-917.84
528,-917.85
531,-917.84
534,-917.84
537,-917.83
540,-917.83
543,-917.87
546,-917.87
549,-917.88
552,-917.84
555,-917.84
558,-917.82
561,-917.83
564,-917.85
567,-917.87
570,-917.83
573,-917.82
576,-917.82
579,-917.8
582,-917.8
585,-917.78
588,-917.77
591,-917.79
594,-917.76
597,-917.74
600,-917.76
603,-917.74
606,-917.74
609,-917.71
612,-917.76
615,-917.75
618,-917.71
621,-917.68
624,-917.68
627,-917.69
630,-917.69
633,-917.65
636,-917.61
639,-917.67
642,-917.66
645,-917.65
648,-917.62
651,-917.67
654,-917.6
657,-917.61
660,-917.62
663,-917.65
666,-917.65
669,-917.59
672,-917.58
675,-917.59
678,-917.59
681,-917.55
684,-917.53
687,-917.59
690,-917.55
693,-917.56
696,-917.52
699,-917.51
702,-917.48
705,-917.47
708,-917.49
711,-917.49
714,-917.42
717,-917.42
720,-917.47
723,-917.41
726,-917.41
729,-917.43
732,-917.45
735,-917.43
738,-917.4
741,-917.38
744,-917.4
747,-917.43
750,-917.39
753,-917.37
756,-917.34
759,-917.39
762,-917.39
765,-917.35
768,-917.3
771,-917.26
774,-917.28
777,-917.34
780,-917.34
783,-917.29
786,-917.29
789,-917.27
792,-917.27
795,-917.25
798,-917.24
801,-917.23
804,-917.2
807,-917.23
810,-917.22
813,-917.2
816,-917.2
819,-917.14
822,-917.1
825,-917.06
828,-917.1
831,-917.09
834,-917.11
837,-917.1
840,-917.04
843,-917.02
846,-917
849,-916.99
852,-916.97
855,-916.97
858,-916.99
861,-916.9
864,-916.91
867,-916.9
870,-916.85
873,-916.84
876,-916.86
879,-916.82
882,-916.78
885,-916.83
888,-916.82
891,-916.79
894,-916.73
897,-916.72
900,-916.7
903,-916.67
906,-916.67
909,-916.63
912,-916.61
915,-916.59
918,-916.58
921,-916.57
924,-916.55
927,-916.55
930,-916.48
933,-916.49
936,-916.47
939,-916.5
942,-916.45
945,-916.48
948,-916.41
951,-916.42
954,-916.39
957,-916.36
960,-916.35
963,-916.35
966,-916.34
969,-916.28
972,-916.26
975,-916.26
978,-916.17
981,-916.23
984,-916.19
987,-916.19
990,-916.21
993,-916.15
996,-916.12
999,-916.14
1002,-916.13
1005,-916.09
1008,-916.06
1011,-916.07
1014,-916.05
1017,-916.04
1020,-916.02
1023,-916.01
1026,-915.98
1029,-915.98
1032,-915.99
1035,-915.95
1038,-915.92
1041,-915.89
1044,-915.89
1047,-915.91
1050,-915.93
1053,-915.9
1056,-915.85
1059,-915.85
1062,-915.88
1065,-915.88
1068,-915.84
1071,-915.81
1074,-915.82
1077,-915.84
1080,-915.79
1083,-915.76
1086,-915.79
1089,-915.8
1092,-915.78
1095,-915.78
1098,-915.79
1101,-915.73
1104,-915.73
1107,-915.73
1110,-915.72
1113,-915.72
1116,-915.7
1119,-915.66
1122,-915.68
1125,-915.68
1128,-915.71
1131,-915.67
1134,-915.67
1137,-915.66
1140,-915.68
1143,-915.64
1146,-915.63
1149,-915.62
1152,-915.6
1155,-915.66
1158,-915.66
1161,-915.63
1164,-915.64
1167,-915.64
1170,-915.63
1173,-915.64
1176,-915.6
1179,-915.58
1182,-915.56
1185,-915.62
1188,-915.62
1191,-915.59
1194,-915.6
1197,-915.57
1200,-915.61
1203,-915.57
1206,-915.57
1209,-915.57
1212,-915.6
1215,-915.6
1218,-915.59
1221,-915.55
1224,-915.58
1227,-915.6
1230,-915.56
1233,-915.58
1236,-915.62
1239,-915.55
1242,-915.54
1245,-915.55
1248,-915.55
1251,-915.54
1254,-915.54
1257,-915.56
1260,-915.56
1263,-915.56
1266,-915.57
1269,-915.57
1272,-915.56
1275,-915.57
1278,-915.59
1281,-915.58
1284,-915.56
1287,-915.58
1290,-915.59
1293,-915.58
1296,-915.56
1299,-915.55
1302,-915.52
1305,-915.58
1308,-915.59
1311,-915.61
1314,-915.58
1317,-915.59
1320,-915.6
1323,-915.59
1326,-915.58
1329,-915.62
1332,-915.65
1335,-915.63
1338,-915.62
1341,-915.67
1344,-915.69
1347,-915.66
1350,-915.64
1353,-915.69
1356,-915.66
1359,-915.69
1362,-915.73
1365,-915.75
1368,-915.78
1371,-915.8
1374,-915.79
1377,-915.79
1380,-915.85
1383,-915.86
1386,-915.88
1389,-915.9
1392,-915.91
1395,-915.92
1398,-915.93
1401,-915.94
1404,-915.96
1407,-915.98
1410,-915.97
1413,-915.97
1416,-916.04
1419,-916.05
1422,-916.12
1425,-916.1
1428,-916.15
1431,-916.14
1434,-916.15
1437,-916.16
1440,-916.2
1443,-916.24
1446,-916.24
1449,-916.26
1452,-916.29
1455,-916.31
1458,-916.35
1461,-916.33
1464,-916.34
1467,-916.42
1470,-916.46
1473,-916.48
1476,-916.48
1479,-916.49
1482,-916.54
1485,-916.58
1488,-916.63
1491,-916.64
1494,-916.67
1497,-916.69
1500,-916.72
1503,-916.73
1506,-916.78
1509,-916.84
1512,-916.86
1515,-916.88
1518,-916.88
1521,-916.88
1524,-916.9
1527,-916.96
1530,-916.97
1533,-917.03
1536,-917.06
1539,-917.14
1542,-917.13
1545,-917.11
1548,-917.14
1551,-917.2
1554,-917.22
1557,-917.22
1560,-917.24
1563,-917.23
1566,-917.27
1569,-917.36
1572,-917.36
1575,-917.38
1578,-917.38
1581,-917.41
1584,-917.47
1587,-917.47
1590,-917.48
1593,-917.51
1596,-917.53
1599,-917.59
1602,-917.62
1605,-917.61
1608,-917.6
1611,-917.61
1614,-917.68
1617,-917.7
1620,-917.7
1623,-917.73
1626,-917.77
1629,-917.8
1632,-917.79
1635,-917.79
1638,-917.83
1641,-917.86
1644,-917.87
1647,-917.94
1650,-917.93
1653,-917.92
1656,-917.93
1659,-917.98
1662,-917.95
1665,-918.04
1668,-918.05
1671,-918.06
1674,-918.04
1677,-918.06
1680,-918.08
1683,-918.1
1686,-918.13
1689,-918.13
1692,-918.13
1695,-918.14
1698,-918.17
1701,-918.2
1704,-918.23
1707,-918.23
1710,-918.21
1713,-918.25
1716,-918.27
1719,-918.26
1722,-918.29
1725,-918.3
1728,-918.3
1731,-918.33
1734,-918.35
1737,-918.32
1740,-918.27
1743,-918.29
1746,-918.28
1749,-918.23
1752,-918.26
1755,-918.28
1758,-918.28
1761,-918.32
1764,-918.34
1767,-918.31
1770,-918.29
1773,-918.29
1776,-918.28
1779,-918.25
1782,-918.26
1785,-918.28
1788,-918.26
1791,-918.24
1794,-918.25
1797,-918.2
1800,-918.18
1803,-918.16
1806,-918.18
1809,-918.16
1812,-918.1
1815,-918.08
1818,-918.06
1821,-918.02
1824,-917.98
1827,-917.96
1830,-917.94
1833,-917.88
1836,-917.87
1839,-917.85
1842,-917.81
1845,-917.76
1848,-917.73
1851,-917.7
1854,-917.71
1857,-917.6
1860,-917.53
1863,-917.49
1866,-917.53
1869,-917.48
1872,-917.46
1875,-917.41
1878,-917.4
1881,-917.32
1884,-917.29
1887,-917.26
1890,-917.28
1893,-917.22
1896,-917.19
1899,-917.12
1902,-917.07
1905,-917.06
1908,-916.98
1911,-916.9
1914,-916.85
1917,-916.83
1920,-916.81
1923,-916.76
1926,-916.71
1929,-916.72
1932,-916.6
1935,-916.56
1938,-916.51
1941,-916.5
1944,-916.46
1947,-916.38
1950,-916.34
1953,-916.33
1956,-916.29
1959,-916.27
1962,-916.17
1965,-916.11
1968,-916.08
1971,-916.01
1974,-915.94
1977,-915.94
1980,-915.95
1983,-915.95
1986,-915.85
1989,-915.78
1992,-915.73
1995,-915.67
1998,-915.65
2001,-915.61
2004,-915.56
2007,-915.53
2010,-915.47
2013,-915.4
2016,-915.4
2019,-915.33
2022,-915.27
2025,-915.21
2028,-915.21
2031,-915.17
2034,-915.1
2037,-915.08
2040,-915.06
2043,-915.03
2046,-914.97
2049,-914.9
2052,-914.87
2055,-914.86
2058,-914.84
2061,-914.78
2064,-914.75
2067,-914.7
2070,-914.65
2073,-914.59
2076,-914.57
2079,-914.52
2082,-914.52
2085,-914.48
2088,-914.46
2091,-914.4
2094,-914.37
2097,-914.34
2100,-914.32
2103,-914.24
2106,-914.26
2109,-914.19
2112,-914.15
2115,-914.16
2118,-914.1
2121,-914.07
2124,-914.07
2127,-914.06
2130,-913.99
2133,-913.96
2136,-913.89
2139,-913.88
2142,-913.83
2145,-913.85
2148,-913.8
2151,-913.75
2154,-913.69
2157,-913.67
2160,-913.65
2163,-913.64
2166,-913.59
2169,-913.58
2172,-913.54
2175,-913.52
2178,-913.47
2181,-913.49
2184,-913.45
2187,-913.37
2190,-913.39
2193,-913.33
2196,-913.26
2199,-913.26
2202,-913.27
2205,-913.26
2208,-913.22
2211,-913.16
2214,-913.14
2217,-913.13
2220,-913.11
2223,-913.11
2226,-913.09
2229,-913.04
2232,-913
2235,-912.98
2238,-912.94
2241,-912.91
2244,-912.93
2247,-912.89
2250,-912.87
2253,-912.84
2256,-912.82
2259,-912.8
2262,-912.77
2265,-912.74
2268,-912.71
2271,-912.68
2274,-912.67
2277,-912.68
2280,-912.64
2283,-912.62
2286,-912.59
2289,-912.58
2292,-912.57
2295,-912.53
2298,-912.49
2301,-912.46
2304,-912.46
2307,-912.47
2310,-912.44
2313,-912.42
2316,-912.4
2319,-912.38
2322,-912.35
2325,-912.32
2328,-912.33
2331,-912.31
2334,-912.25
2337,-912.23
2340,-912.23
2343,-912.22
2346,-912.21
2349,-912.18
2352,-912.15
2355,-912.15
2358,-912.15
2361,-912.08
2364,-912.07
2367,-912.11
2370,-912.08
2373,-912.03
2376,-912.02
2379,-912.02
2382,-912.01
2385,-912
2388,-912
2391,-911.96
2394,-911.93
2397,-911.94
2400,-911.94
2403,-911.89
2406,-911.86
2409,-911.85
2412,-911.83
2415,-911.82
2418,-911.84
2421,-911.82
2424,-911.79
2427,-911.8
2430,-911.81
2433,-911.77
2436,-911.76
2439,-911.75
2442,-911.74
2445,-911.73
2448,-911.73
2451,-911.71
2454,-911.68
2457,-911.68
2460,-911.68
2463,-911.62
2466,-911.63
2469,-911.6
2472,-911.59
2475,-911.59
2478,-911.62
2481,-911.57
2484,-911.54
2487,-911.55
2490,-911.56
2493,-911.53
2496,-911.51
2499,-911.5
2502,-911.47
2505,-911.47
2508,-911.47
2511,-911.48
2514,-911.48
2517,-911.46
2520,-911.49
2523,-911.46
2526,-911.44
2529,-911.42
2532,-911.43
2535,-911.44
2538,-911.44
2541,-911.44
2544,-911.38
2547,-911.39
2550,-911.41
2553,-911.4
2556,-911.4
2559,-911.42
2562,-911.39
2565,-911.4
2568,-911.36
2571,-911.37
2574,-911.34
2577,-911.36
2580,-911.33
2583,-911.37
2586,-911.34
2589,-911.32
2592,-911.32
2595,-911.32
2598,-911.31
2601,-911.33
2604,-911.34
2607,-911.32
2610,-911.3
2613,-911.22
2616,-911.27
2619,-911.32
2622,-911.34
2625,-911.33
2628,-911.33
2631,-911.3
2634,-911.32
2637,-911.29
2640,-911.29
2643,-911.29
2646,-911.21
2649,-911.28
2652,-911.23
2655,-911.28
2658,-911.3
2661,-911.29
2664,-911.22
2667,-911.23
2670,-911.19
2673,-911.25
2676,-911.26
2679,-911.29
2682,-911.27
2685,-911.26
2688,-911.25
2691,-911.26
2694,-911.24
2697,-911.25
2700,-911.25
2703,-911.25
2706,-911.28
2709,-911.28
2712,-911.27
2715,-911.25
2718,-911.24
2721,-911.24
2724,-911.24
2727,-911.26
2730,-911.23
2733,-911.23
2736,-911.26
2739,-911.27
2742,-911.25
2745,-911.25
2748,-911.22
2751,-911.24
2754,-911.25
2757,-911.23
2760,-911.21
2763,-911.25
2766,-911.23
2769,-911.23
2772,-911.22
2775,-911.24
2778,-911.24
2781,-911.26
2784,-911.31
2787,-911.28
2790,-911.25
2793,-911.28
2796,-911.3
2799,-911.32
2802,-911.28
2805,-911.25
2808,-911.27
2811,-911.3
2814,-911.3
2817,-911.32
2820,-911.31
2823,-911.31
2826,-911.3
2829,-911.3
2832,-911.34
2835,-911.32
2838,-911.29
2841,-911.29
2844,-911.29
2847,-911.33
2850,-911.33
2853,-911.33
2856,-911.35
2859,-911.32
2862,-911.33
2865,-911.33
2868,-911.33
2871,-911.33
2874,-911.36
2877,-911.39
2880,-911.36
2883,-911.32
2886,-911.34
2889,-911.37
2892,-911.36
2895,-911.36
2898,-911.35
2901,-911.37
2904,-911.37
2907,-911.35
2910,-911.34
2913,-911.35
2916,-911.34
2919,-911.36
2922,-911.39
2925,-911.37
2928,-911.35
2931,-911.35
2934,-911.32
2937,-911.31
2940,-911.32
2943,-911.32
2946,-911.32
2949,-911.33
2952,-911.33
2955,-911.31
2958,-911.3
2961,-911.31
2964,-911.33
2967,-911.34
2970,-911.35
2973,-911.37
2976,-911.34
2979,-911.32
2982,-911.35
2985,-911.32
2988,-911.35
2991,-911.37
2994,-911.34
2997,-911.34
3000,-911.34
3003,-911.31
3006,-911.34
3009,-911.35
3012,-911.38
3015,-911.37
3018,-911.35
3021,-911.35
3024,-911.37
3027,-911.39
3030,-911.35
3033,-911.33
3036,-911.33
3039,-911.38
3042,-911.31
3045,-911.32
3048,-911.35
3051,-911.36
3054,-911.34
3057,-911.34
3060,-911.4
3063,-911.4
3066,-911.34
3069,-911.41
3072,-911.39
3075,-911.41
3078,-911.43
3081,-911.38
3084,-911.41
3087,-911.45
3090,-911.42
3093,-911.41
3096,-911.39
3099,-911.42
3102,-911.4
3105,-911.41
3108,-911.46
3111,-911.48
3114,-911.46
3117,-911.42
3120,-911.42
3123,-911.4
3126,-911.39
3129,-911.38
3132,-911.4
3135,-911.53
3138,-911.49
3141,-911.51
3144,-911.49
3147,-911.45
3150,-911.49
3153,-911.51
3156,-911.47
3159,-911.58
3162,-911.54
3165,-911.52
3168,-911.55
3171,-911.54
3174,-911.53
3177,-911.57
3180,-911.57
3183,-911.58
3186,-911.62
3189,-911.59
3192,-911.56
3195,-911.6
3198,-911.62
3201,-911.65
3204,-911.67
3207,-911.64
3210,-911.65
3213,-911.65
3216,-911.65
3219,-911.69
3222,-911.73
3225,-911.72
3228,-911.74
3231,-911.75
3234,-911.77
3237,-911.73
3240,-911.79
3243,-911.79
3246,-911.79
3249,-911.81
3252,-911.79
3255,-911.79
3258,-911.85
3261,-911.84
3264,-911.85
3267,-911.9
3270,-911.91
3273,-911.9
3276,-911.93
3279,-911.92
3282,-911.94
3285,-911.94
3288,-911.97
3291,-911.99
3294,-911.99
3297,-911.97
3300,-911.96
3303,-912.02
3306,-912.03
3309,-912.02
3312,-912.05
3315,-912.07
3318,-912.07
3321,-912.07
3324,-912.08
3327,-912.06
3330,-912.11
3333,-912.08
3336,-912.06
3339,-912.09
3342,-912.08
3345,-912.1
3348,-912.11
3351,-912.14
3354,-912.12
3357,-912.12
3360,-912.13
3363,-912.11
3366,-912.08
3369,-912.12
3372,-912.14
3375,-912.13
3378,-912.15
3381,-912.17
3384,-912.17
3387,-912.11
3390,-912.15
3393,-912.17
3396,-912.16
3399,-912.13
3402,-912.14
3405,-912.16
3408,-912.16
3411,-912.16
3414,-912.17
3417,-912.17
3420,-912.16
3423,-912.13
3426,-912.13
3429,-912.15
3432,-912.16
3435,-912.15
3438,-912.14
3441,-912.17
3444,-912.16
3447,-912.13
3450,-912.12
3453,-912.1
3456,-912.12
3459,-912.1
3462,-912.09
3465,-912.1
3468,-912.09
3471,-912.09
3474,-912.09
3477,-912.07
3480,-912.08
3483,-912.08
3486,-912.06
3489,-912.03
3492,-912.03
3495,-912.03
3498,-912
3501,-912
3504,-911.98
3507,-911.98
3510,-911.96
3513,-911.94
3516,-911.95
3519,-911.91
3522,-911.91
3525,-911.94
3528,-911.91
3531,-911.88
3534,-911.87
3537,-911.92
3540,-911.93
3543,-911.89
3546,-911.89
3549,-911.93
3552,-911.86
3555,-911.87
3558,-911.87
3561,-911.82
3564,-911.84
3567,-911.84
3570,-911.85
3573,-911.83
3576,-911.82
3579,-911.83
3582,-911.79
3585,-911.78
3588,-911.8
3591,-911.8
3594,-911.81
3597,-911.83
3600,-911.83
3603,-911.83
3606,-911.77
3609,-911.75
3612,-911.76
3615,-911.76
3618,-911.76
3621,-911.7
3624,-911.73
3627,-911.71
3630,-911.67
3633,-911.66
3636,-911.64
3639,-911.65
3642,-911.66
3645,-911.63
3648,-911.63
3651,-911.59
3654,-911.54
3657,-911.53
3660,-911.54
3663,-911.51
3666,-911.51
3669,-911.59
3672,-911.53
3675,-911.46
3678,-911.45
3681,-911.43
3684,-911.38
3687,-911.36
3690,-911.37
3693,-911.39
3696,-911.34
3699,-911.34
3702,-911.3
3705,-911.27
3708,-911.23
3711,-911.26
3714,-911.23
3717,-911.25
3720,-911.22
3723,-911.2
3726,-911.22
3729,-911.17
3732,-911.12
3735,-911.16
3738,-911.11
3741,-911.12
3744,-911.04
3747,-911.03
3750,-911.03
3753,-911.01
3756,-911
3759,-910.99
3762,-910.96
3765,-910.97
3768,-910.92
3771,-910.91
3774,-910.92
3777,-910.9
3780,-910.89
3783,-910.88
3786,-910.85
3789,-910.79
3792,-910.76
3795,-910.79
3798,-910.77
3801,-910.75
3804,-910.79
3807,-910.76
3810,-910.74
3813,-910.7
3816,-910.65
3819,-910.67
3822,-910.66
3825,-910.64
3828,-910.62
3831,-910.61
3834,-910.6
3837,-910.61
3840,-910.62
3843,-910.58
3846,-910.59
3849,-910.57
3852,-910.56
3855,-910.56
3858,-910.5
3861,-910.49
3864,-910.51
3867,-910.5
3870,-910.49
3873,-910.46
3876,-910.45
3879,-910.44
3882,-910.45
3885,-910.46
3888,-910.44
3891,-910.41
3894,-910.4
3897,-910.41
3900,-910.39
3903,-910.34
3906,-910.32
3909,-910.34
3912,-910.33
3915,-910.32
3918,-910.3
3921,-910.33
3924,-910.32
3927,-910.3
3930,-910.29
3933,-910.27
3936,-910.25
3939,-910.26
3942,-910.25
3945,-910.27
3948,-910.24
3951,-910.21
3954,-910.21
3957,-910.22
3960,-910.22
3963,-910.2
3966,-910.19
3969,-910.2
3972,-910.21
3975,-910.22
3978,-910.2
3981,-910.21
3984,-910.23
3987,-910.21
3990,-910.17
3993,-910.16
3996,-910.17
3999,-910.19
4002,-910.17
4005,-910.17
4008,-910.2
4011,-910.19
4014,-910.16
4017,-910.17
4020,-910.19
4023,-910.17
4026,-910.18
4029,-910.17
4032,-910.17
4035,-910.16
4038,-910.16
4041,-910.17
4044,-910.16
4047,-910.14
4050,-910.16
4053,-910.17
4056,-910.17
4059,-910.16
4062,-910.15
4065,-910.14
4068,-910.11
4071,-910.14
4074,-910.13
4077,-910.09
4080,-910.07
4083,-910.11
4086,-910.13
4089,-910.11
4092,-910.12
4095,-910.1
4098,-910.08
4101,-910.09
4104,-910.08
4107,-910.07
4110,-910.06
4113,-910.06
4116,-910.06
4119,-910.04
4122,-910.09
4125,-910.11
4128,-910.05
4131,-910.06
4134,-910.05
4137,-910.09
4140,-910.09
4143,-910.1
4146,-910.11
4149,-910.09
4152,-910.04
4155,-910.06
4158,-910.09
4161,-910.08
4164,-910.07
4167,-910.11
4170,-910.06
4173,-910.11
4176,-910.08
4179,-910.02
4182,-910.06
4185,-910.04
4188,-910.09
4191,-910.05
4194,-910.06
4197,-910.07
4200,-910.09
4203,-910.08
4206,-910.08
4209,-910.09
4212,-910.11
4215,-910.13
4218,-910.12
4221,-910.09
4224,-910.07
4227,-910.08
4230,-910.07
4233,-910.09
4236,-910.1
4239,-910.09
4242,-910.04
4245,-910.15
4248,-910.01
4251,-910.07
4254,-910.1
4257,-910.11
4260,-910.03
4263,-910.1
4266,-910.07
4269,-910.07
4272,-910.09
4275,-910.14
4278,-910.09
4281,-910.06
4284,-910.09
4287,-910.08
4290,-910.08
4293,-910.1
4296,-910.07
4299,-910.1
4302,-910.1
4305,-910.11
4308,-910.08
4311,-910.13
4314,-910.15
4317,-910.17
4320,-910.15
4323,-910.17
4326,-910.16
4329,-910.15
4332,-910.12
4335,-910.18
4338,-910.13
4341,-910.15
4344,-910.19
4347,-910.15
4350,-910.15
4353,-910.18
4356,-910.18
4359,-910.17
4362,-910.19
4365,-910.2
4368,-910.24
4371,-910.25
4374,-910.21
4377,-910.21
4380,-910.24
4383,-910.27
4386,-910.29
4389,-910.28
4392,-910.26
4395,-910.27
4398,-910.28
4401,-910.29
4404,-910.31
4407,-910.3
4410,-910.35
4413,-910.35
